yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid
2000,1,3,1/3/2000,6:22:00,3,AR,5,1,1,0,0,0,0,36.22,-92.18,36.27,-92.1,4.8,40
2000,1,3,1/3/2000,6:46:00,3,AR,5,2,1,0,0,0,0,36.22,-91.83,36.23,-91.8,1.8,40
2000,1,3,1/3/2000,6:50:00,3,AR,5,3,1,0,0,0,0,36.27,-91.7,36.28,-91.67,2,40
2000,1,3,1/3/2000,6:55:00,3,AR,5,4,1,0,0,0,0,36.47,-91.65,36.48,-91.6,3.1,40
2000,1,3,1/3/2000,12:15:00,3,MS,28,1,1,0,0,0.04,0,33.63,-90.37,33.67,-90.33,3,150
2000,1,3,1/3/2000,13:05:00,3,IN,18,1,1,0,0,0.05,0,38.47,-86.18,38.47,-86.18,0.3,50
2000,1,3,1/3/2000,13:30:00,3,MS,28,2,3,0,0,0.45,0,34.17,-89.55,34.6,-89.08,43.2,500
2000,1,3,1/3/2000,15:08:00,3,KY,21,1,3,3,0,7.4,0,37.27,-88.08,37.48,-87.73,24,440
2000,1,3,1/3/2000,16:06:00,3,KY,21,2,3,18,0,64,0,37.72,-87.18,37.77,-87.12,7,880
2000,1,3,1/3/2000,17:29:00,3,MS,28,3,2,0,0,0.17,0,32.18,-89.15,32.22,-89.05,6,210
2000,1,3,1/3/2000,18:21:00,3,MS,28,4,0,0,0,0,0,31.1,-91.27,31.1,-91.27,0.1,20
2000,1,9,1/9/2000,15:56:00,3,AL,1,1,0,1,0,0.02,0,32.3,-86.33,32.3,-86.33,0.1,20
2000,1,9,1/9/2000,16:22:00,3,AL,1,2,0,0,0,0,0,32.05,-85.52,32.05,-85.48,1,30
2000,1,9,1/9/2000,23:05:00,3,AL,1,3,1,0,0,0.5,0,32.05,-87.78,32.05,-87.7,6.5,300
2000,1,16,1/16/2000,11:00:00,3,WA,53,1,1,0,0,0.1,0,46.32,-118,46.32,-117.98,1,50
2000,1,24,1/24/2000,2:29:00,3,FL,12,1,1,0,0,0.5,0,26.43,-81.63,26.43,-81.6,2.5,70
2000,2,10,2/10/2000,15:40:00,3,NV,32,1,0,0,0,0,0,39.55,-119.77,39.55,-119.77,0.5,10
2000,2,13,2/13/2000,15:00:00,3,AL,1,4,1,0,0,0.1,0,32.08,-86.3,32.2,-86.17,11.4,300
2000,2,13,2/13/2000,15:30:00,3,AL,1,5,0,0,0,0.02,0,32.18,-86.02,32.22,-85.97,3,100
2000,2,13,2/13/2000,15:42:00,3,AL,1,6,0,0,0,0.01,0,32.23,-85.88,32.25,-85.87,1,50
2000,2,13,2/13/2000,16:52:00,3,AR,5,37,0,0,0,0,0,34.97,-92.45,34.97,-92.42,2.2,40
2000,2,13,2/13/2000,17:38:00,3,AR,5,5,2,2,0,0,0,34.88,-91.98,34.82,-91.43,32.7,100
2000,2,13,2/13/2000,18:04:00,3,TN,47,1,1,1,0,0.5,0,36.15,-86.87,36.15,-86.8,4.3,200
2000,2,13,2/13/2000,20:15:00,3,FL,12,2,1,0,0,0.3,0,30.47,-85.62,30.47,-85.62,0.5,50
2000,2,13,2/13/2000,20:18:00,3,FL,12,3,1,0,0,0.75,0,30.5,-85.53,30.5,-85.53,0.5,50
2000,2,13,2/13/2000,22:19:00,3,GA,13,1,1,1,0,1,0,31.05,-84.38,31.05,-84.38,0.2,50
2000,2,13,2/13/2000,22:42:00,3,GA,13,2,3,175,11,20,0,31.17,-84.27,31.23,-84.12,9.2,300
2000,2,13,2/13/2000,23:49:00,3,GA,13,3,3,15,7,5,0,31.02,-84.2,31.07,-84.02,15,300
2000,2,14,2/14/2000,0:21:00,3,GA,13,4,1,0,0,0.07,0,31.18,-83.85,31.23,-83.8,2,50
2000,2,14,2/14/2000,0:39:00,3,GA,13,5,2,0,1,2.5,0,31.32,-83.63,31.35,-83.58,6,200
2000,2,14,2/14/2000,1:30:00,3,GA,13,6,0,0,0,0,0,31.27,-83.47,31.27,-83.47,0,0
2000,2,14,2/14/2000,4:10:00,3,SC,45,1,0,0,0,0,0,33.48,-81.72,33.48,-81.68,0.2,50
2000,2,14,2/14/2000,5:00:00,3,NC,37,1,0,0,0,0,0,35.27,-77.58,35.27,-77.58,0.1,0
2000,2,14,2/14/2000,5:07:00,3,NC,37,2,0,0,0,0,0,35.85,-77.07,35.85,-77.07,0.1,0
2000,2,14,2/14/2000,16:40:00,3,ID,16,1,0,0,0,0.38,0,42.78,-112.83,42.92,-112.63,9,100
2000,2,14,2/14/2000,16:47:00,3,ID,16,2,1,0,0,2.2,0,43.12,-112.55,43.25,-112.33,14,300
2000,2,14,2/14/2000,16:55:00,3,ID,16,3,0,0,0,0.11,0,42.92,-112.52,42.92,-112.45,5,50
2000,2,14,2/14/2000,17:15:00,3,ID,16,4,1,0,0,0.5,0,43.35,-112.12,43.47,-111.98,12,200
2000,2,14,2/14/2000,17:19:00,3,ID,16,5,1,1,0,0.28,0,43.28,-112.18,43.37,-112.03,9,200
2000,2,16,2/16/2000,18:30:00,3,CA,6,1,0,0,0,0,0,34.08,-117.88,34.08,-117.88,0.5,10
2000,2,18,2/18/2000,12:03:00,3,AR,5,6,1,9,0,0,0,34.58,-92.65,34.58,-92.5,7.8,70
2000,2,18,2/18/2000,12:40:00,3,AR,5,7,0,0,0,0,0,34.6,-92.22,34.6,-92.22,0.3,40
2000,2,18,2/18/2000,12:50:00,3,AR,5,8,0,0,0,0,0,34.63,-92.13,34.63,-92.13,0.5,50
2000,2,18,2/18/2000,15:00:00,3,AR,5,9,0,0,0,0.03,0,35.08,-90.77,35.08,-90.77,1,20
2000,2,18,2/18/2000,16:14:00,3,MS,28,5,0,0,0,0,0,35,-89.52,34.98,-89.52,1,20
2000,2,18,2/18/2000,17:15:00,3,MS,28,6,0,0,0,0.01,0,33.88,-89.85,33.88,-89.85,1,40
2000,2,18,2/18/2000,17:19:00,3,MS,28,7,0,0,0,0,0,33.93,-89.88,33.95,-89.87,1,20
2000,2,18,2/18/2000,18:15:00,3,MS,28,8,0,0,0,0,0,34.97,-88.38,34.97,-88.38,1,20
2000,2,18,2/18/2000,20:25:00,3,MS,28,9,0,0,0,0,0,33.45,-88.62,33.45,-88.62,1,40
2000,2,22,2/22/2000,8:15:00,3,FL,12,4,0,0,0,0,0,25.67,-80.22,25.67,-80.22,0.1,10
2000,2,22,2/22/2000,13:19:00,3,TX,48,1,0,0,0,0,0,31.52,-101.83,31.52,-101.83,4,100
2000,2,22,2/22/2000,15:45:00,3,TX,48,2,0,0,0,0,0,34.18,-99.37,34.2,-99.35,2,40
2000,2,22,2/22/2000,21:00:00,3,TX,48,3,0,0,0,0,0,31.02,-98.18,31.02,-98.18,0.1,0
2000,2,22,2/22/2000,21:53:00,3,TX,48,4,0,0,0,0.01,0,31.1,-97.7,31.1,-97.7,12,0
2000,2,22,2/22/2000,22:36:00,3,TX,48,5,0,0,0,0,0,29.5,-99.8,29.5,-99.8,0.1,20
2000,2,23,2/23/2000,12:35:00,3,PR,72,1,0,0,0,0,0,18.39,-66.07,18.39,-66.07,0.2,10
2000,2,24,2/24/2000,18:42:00,3,TX,48,6,0,0,0,0,0,35.77,-100.63,35.77,-100.6,2,20
2000,2,24,2/24/2000,20:13:00,3,TX,48,7,1,0,0,0.09,0,36.33,-100.13,36.67,-99.83,27,150
2000,2,25,2/25/2000,7:37:00,3,OK,40,3,1,0,0,0.1,0,36.15,-95.95,36.15,-95.95,0.2,100
2000,2,25,2/25/2000,14:00:00,3,MO,29,1,0,0,0,0.06,0,37.73,-93.33,37.75,-93.32,1,100
2000,2,25,2/25/2000,14:20:00,3,MO,29,2,1,0,0,0.5,0,37.9,-93.2,37.97,-93.18,5,100
2000,2,25,2/25/2000,15:35:00,3,MO,29,3,0,0,0,0,0,38.75,-92.28,38.75,-92.28,0.2,50
2000,2,25,2/25/2000,15:45:00,3,MO,29,4,0,0,0,0,0,38.87,-92.17,38.95,-92.08,7,70
2000,2,25,2/25/2000,16:00:00,3,MO,29,5,1,0,0,0,0,39.02,-92.03,39.07,-92,3,100
2000,2,26,2/26/2000,0:00:00,3,AR,5,10,1,0,0,0,0,33.48,-92.78,33.48,-92.78,0.3,30
2000,2,26,2/26/2000,3:16:00,3,AR,5,11,1,0,0,0,0,35.33,-92.42,35.33,-92.42,0.2,20
2000,2,27,2/27/2000,15:37:00,3,CA,6,2,0,0,0,0,0,36.87,-120.2,36.87,-120.18,1,50
2000,2,27,2/27/2000,15:59:00,3,CA,6,3,0,0,0,0,0,36.7,-120.12,36.7,-120.12,0.5,20
2000,2,27,2/27/2000,16:10:00,3,CA,6,4,0,0,0,0,0,36.6,-119.87,36.6,-119.87,0.5,20
2000,2,27,2/27/2000,17:17:00,3,CA,6,5,0,0,0,0,0,36.65,-119.77,36.65,-119.77,0.2,20
2000,2,29,2/29/2000,18:17:00,3,MO,29,6,0,0,0,0,0,39,-92.03,39.03,-92,3,40
2000,2,29,2/29/2000,19:50:00,3,MO,29,7,0,0,0,0,0,39.35,-91.45,39.38,-91.4,10,50
2000,3,2,3/2/2000,2:07:00,3,TX,48,8,1,0,0,0,0,32.63,-102.07,32.73,-102.08,2,200
2000,3,3,3/3/2000,18:00:00,3,MS,28,10,0,0,0,0.01,0,31.27,-88.7,31.22,-88.62,6,30
2000,3,7,3/7/2000,16:20:00,3,KS,20,1,1,2,0,0.25,0,37.03,-100.93,37.03,-100.93,2,100
2000,3,7,3/7/2000,17:15:00,3,OK,40,4,1,0,0,0,0,35.15,-99.1,35.15,-99.07,2,20
2000,3,7,3/7/2000,18:10:00,3,KS,20,2,1,1,0,0,0,37.07,-99.35,37.1,-99.32,3.2,100
2000,3,7,3/7/2000,22:10:00,3,OK,40,6,0,0,0,0,0,36.32,-96,36.32,-96,0.1,50
2000,3,7,3/7/2000,22:10:00,3,OK,40,5,0,0,0,0,0,36.32,-96,36.32,-96,0.1,50
2000,3,7,3/7/2000,22:25:00,3,OK,40,7,0,0,0,0,0,36.5,-95.88,36.5,-95.88,1,50
2000,3,7,3/7/2000,22:37:00,3,OK,40,8,0,0,0,0.01,0,36.5,-95.68,36.5,-95.68,0.2,50
2000,3,8,3/8/2000,18:10:00,3,WI,55,1,1,16,0,4.57,0,42.95,-87.9,42.97,-87.85,1.7,70
2000,3,10,3/10/2000,16:53:00,3,LA,22,1,0,0,0,0,0,31.05,-93.37,31.05,-93.35,1,20
2000,3,10,3/10/2000,17:40:00,3,TX,48,9,1,0,0,0.01,0,30.65,-98.78,30.65,-98.77,1,100
2000,3,10,3/10/2000,17:41:00,3,TX,48,10,0,0,0,0,0,30.7,-98.67,30.7,-98.67,0.1,20
2000,3,10,3/10/2000,17:58:00,3,TX,48,11,0,0,0,0,0,30.65,-98.48,30.65,-98.48,0.1,10
2000,3,10,3/10/2000,18:35:00,3,TX,48,12,0,0,0,0,0,31.17,-97.5,31.17,-97.5,0.1,10
2000,3,10,3/10/2000,19:55:00,3,TX,48,13,3,2,0,1,0,30.42,-96.68,30.4,-96.35,21,800
2000,3,10,3/10/2000,20:05:00,3,TX,48,14,0,0,0,0.01,0,30.77,-95.95,30.77,-95.95,0.5,50
2000,3,10,3/10/2000,20:15:00,3,AL,1,7,0,0,0,0.05,0,33.1,-87.7,33.12,-87.67,1.8,60
2000,3,10,3/10/2000,20:28:00,3,AL,1,8,0,0,0,0.01,0,33.3,-87.48,33.33,-87.45,3.3,50
2000,3,10,3/10/2000,20:56:00,3,AL,1,9,0,0,0,0.04,0,32.77,-87.33,32.8,-87.23,7,100
2000,3,10,3/10/2000,21:11:00,3,AL,1,10,0,0,0,0.04,0,32.88,-87.1,32.9,-86.93,12,100
2000,3,10,3/10/2000,21:22:00,3,AL,1,11,1,0,0,0.5,0,33.32,-86.8,33.32,-86.78,1.5,200
2000,3,11,3/11/2000,14:00:00,3,SC,45,2,0,0,0,0,0,35.05,-81.9,35.05,-81.9,0.1,20
2000,3,11,3/11/2000,14:16:00,3,FL,12,5,1,0,0,0.2,0,30.73,-85.02,30.73,-84.98,2,70
2000,3,11,3/11/2000,19:45:00,3,FL,12,6,0,0,0,0,0,30.52,-84.52,30.52,-84.52,0,0
2000,3,14,3/14/2000,16:58:00,3,TX,48,15,0,0,0,0,0,26.63,-97.8,26.63,-97.8,0.1,20
2000,3,15,3/15/2000,13:57:00,3,LA,22,2,2,36,0,10,0,29.6,-90.72,29.6,-90.72,3,40
2000,3,15,3/15/2000,14:05:00,3,LA,22,3,1,1,0,0.02,0,29.57,-90.53,29.57,-90.53,0.5,30
2000,3,15,3/15/2000,16:52:00,3,OK,40,9,0,0,0,0,0,36.82,-98.18,36.8,-98.15,2.5,50
2000,3,15,3/15/2000,17:43:00,3,OK,40,10,0,0,0,0,0,36.85,-97.95,36.85,-97.95,0.5,20
2000,3,16,3/16/2000,11:20:00,3,FL,12,7,0,0,0,0.15,0,29.82,-85.3,29.82,-85.3,0.2,50
2000,3,16,3/16/2000,14:30:00,3,SC,45,3,0,0,0,0,0,34.02,-80.93,34.02,-80.93,0.3,100
2000,3,16,3/16/2000,16:08:00,3,TX,48,16,0,0,0,0,0,30.58,-97.85,30.58,-97.85,0.1,20
2000,3,16,3/16/2000,16:12:00,3,TX,48,17,2,0,0,0.3,0,30.6,-97.85,30.6,-97.83,1.5,200
2000,3,16,3/16/2000,16:20:00,3,TX,48,19,0,0,0,0,0,30.57,-97.75,30.57,-97.75,0.1,20
2000,3,16,3/16/2000,16:20:00,3,TX,48,18,0,0,0,0,0,30.2,-97.67,30.2,-97.67,0.2,30
2000,3,16,3/16/2000,16:52:00,3,SC,45,4,0,0,0,0,0,33.9,-80.83,33.92,-80.83,0.2,50
2000,3,16,3/16/2000,17:10:00,3,TX,48,20,0,0,0,0,0,30.43,-97.62,30.43,-97.62,0.1,20
2000,3,16,3/16/2000,17:32:00,3,SC,45,5,0,0,0,0,0,34.08,-80.55,34.1,-80.55,0.2,40
2000,3,16,3/16/2000,21:10:00,3,NC,37,3,0,0,0,0.01,0,34.47,-77.88,34.45,-77.87,2,40
2000,3,16,3/16/2000,22:30:00,3,NC,37,4,0,0,0,0.02,0,34.9,-77.53,34.9,-77.53,0.2,50
2000,3,16,3/16/2000,23:10:00,3,NC,37,5,0,0,0,0.05,0,35.17,-77.22,35.17,-77.22,0.5,50
2000,3,19,3/19/2000,17:25:00,3,AL,1,12,1,0,0,0.02,0,32.23,-86.23,32.22,-86.18,3.3,60
2000,3,19,3/19/2000,17:38:00,3,AL,1,13,0,0,0,0.03,0,32.27,-86.12,32.27,-86.12,0.4,20
2000,3,22,3/22/2000,0:40:00,3,TX,48,21,1,0,0,0.05,0,29.47,-101.02,29.48,-101.03,1,200
2000,3,22,3/22/2000,0:50:00,3,TX,48,22,0,0,0,0.3,0,31.57,-103.02,31.58,-103.02,1,250
2000,3,22,3/22/2000,1:28:00,3,TX,48,23,0,0,0,0,0,29.48,-101.22,29.48,-101.22,0.2,20
2000,3,22,3/22/2000,1:42:00,3,TX,48,24,0,0,0,0.01,0,31.87,-102.62,31.9,-102.62,3,200
2000,3,22,3/22/2000,15:04:00,3,TX,48,25,1,0,0,0,0,31.4,-101.9,31.42,-101.9,1,140
2000,3,22,3/22/2000,15:40:00,3,TX,48,26,0,0,0,0,0,31.27,-101.97,31.28,-101.97,1.5,100
2000,3,22,3/22/2000,18:25:00,3,TX,48,27,0,0,0,0,0,32.4,-101.02,32.48,-100.88,4,250
2000,3,22,3/22/2000,18:45:00,3,TX,48,28,0,0,0,0,0,32.02,-101.33,32.03,-101.3,2,200
2000,3,22,3/22/2000,19:05:00,3,TX,48,29,0,0,0,0,0,32.12,-101.13,32.15,-101.02,2,200
2000,3,22,3/22/2000,19:13:00,3,TX,48,30,0,0,0,0,0,32,-101.2,32,-101.2,0.5,20
2000,3,22,3/22/2000,19:24:00,3,TX,48,31,0,0,0,0,0,32,-101.2,32,-101.2,1,250
2000,3,22,3/22/2000,19:25:00,3,TX,48,32,0,0,0,0,0,31.77,-101.62,31.82,-101.57,5,150
2000,3,22,3/22/2000,19:51:00,3,TX,48,33,0,0,0,0,0,32.78,-100.53,32.78,-100.53,0.1,20
2000,3,22,3/22/2000,20:17:00,3,TX,48,34,0,0,0,0,0,32.43,-100.62,32.43,-100.62,0.1,20
2000,3,22,3/22/2000,20:22:00,3,TX,48,35,0,0,0,0,0,32.58,-100.58,32.58,-100.58,0.1,20
2000,3,22,3/22/2000,22:25:00,3,TX,48,37,0,0,0,0,0,31.98,-101.5,31.98,-101.5,0.5,100
2000,3,22,3/22/2000,22:25:00,3,TX,48,36,1,0,0,0,0,31.23,-101.68,31.37,-101.63,10,200
2000,3,22,3/22/2000,22:55:00,3,TX,48,38,2,5,0,0.24,0,31.57,-101.58,31.7,-101.42,12,300
2000,3,23,3/23/2000,16:02:00,3,KS,20,3,1,0,0,0,0,37.72,-99.3,37.88,-99.22,13,100
2000,3,23,3/23/2000,16:50:00,3,KS,20,5,1,0,0,0,0,37.97,-99.15,38.02,-99.13,3.3,100
2000,3,23,3/23/2000,17:26:00,3,KS,20,6,0,0,0,0,0,38.05,-98.83,38.12,-98.87,6,150
2000,3,23,3/23/2000,17:52:00,3,KS,20,7,0,0,0,0,0,38.18,-98.87,38.18,-98.87,1.3,50
2000,3,23,3/23/2000,17:58:00,3,KS,20,8,0,0,0,0,0,38.17,-98.92,38.18,-98.92,1.1,30
2000,3,23,3/23/2000,18:15:00,3,KS,20,9,0,0,0,0,0,38.27,-98.97,38.27,-98.97,0.5,50
2000,3,25,3/25/2000,17:20:00,3,TN,47,2,0,0,0,0,0,35.75,-86.65,35.75,-86.65,0.1,0
2000,3,26,3/26/2000,16:40:00,3,OK,40,11,0,0,0,0,0,35.95,-95.8,35.95,-95.8,0.2,50
2000,3,26,3/26/2000,16:44:00,3,OK,40,12,0,0,0,0,0,35.35,-95.42,35.35,-95.42,0.2,50
2000,3,26,3/26/2000,17:00:00,3,OK,40,13,0,0,0,0,0,35.37,-95.27,35.37,-95.27,0.2,50
2000,3,26,3/26/2000,17:23:00,3,OK,40,14,0,0,0,0,0,35.3,-96.5,35.3,-96.5,0.1,70
2000,3,26,3/26/2000,18:15:00,3,MO,29,8,1,0,0,0.05,0,39.2,-92.17,39.2,-92.17,0.3,150
2000,3,26,3/26/2000,18:25:00,3,AR,5,12,0,0,0,0,0,35.3,-94.13,35.3,-94.05,2.5,100
2000,3,26,3/26/2000,18:43:00,3,OK,40,15,0,0,0,0,0,34.72,-95.85,34.72,-95.85,0.2,50
2000,3,26,3/26/2000,18:45:00,3,OK,40,16,2,0,0,1.2,0,34.85,-94.63,34.82,-94.6,4,300
2000,3,26,3/26/2000,18:55:00,3,OK,40,17,1,0,0,0,0,34.53,-95.68,34.53,-95.68,0.5,250
2000,3,26,3/26/2000,19:25:00,3,TX,48,39,0,0,0,0.01,0,29.62,-97.97,29.62,-97.97,0.1,20
2000,3,26,3/26/2000,19:55:00,3,OK,40,18,0,0,0,0,0,34.2,-95.42,34.2,-95.42,0.2,50
2000,3,26,3/26/2000,21:28:00,3,TX,48,40,1,0,0,0,0,33.63,-94.78,33.58,-94.72,4.8,20
2000,3,26,3/26/2000,21:29:00,3,TX,48,41,1,0,0,0,0,33.47,-94.63,33.45,-94.63,1.3,20
2000,3,26,3/26/2000,21:53:00,3,TX,48,42,0,0,0,0,0,33.25,-94.45,33.13,-94.38,1.8,20
2000,3,27,3/27/2000,9:30:00,3,FL,12,8,0,0,0,0.01,0,26.73,-82.27,26.73,-82.27,0.3,10
2000,3,27,3/27/2000,16:55:00,3,GA,13,7,0,0,0,0.05,0,32.17,-82.32,32.17,-82.28,0.3,150
2000,3,28,3/28/2000,17:24:00,3,TX,48,43,0,0,0,0,0,33.7,-97.53,33.7,-97.53,0.1,10
2000,3,28,3/28/2000,18:18:00,3,TX,48,44,3,80,2,0,0,32.75,-97.35,32.75,-97.35,4,250
2000,3,28,3/28/2000,18:20:00,3,TX,48,46,0,0,0,0,0,33.65,-97.23,33.65,-97.23,0.1,10
2000,3,28,3/28/2000,18:20:00,3,TX,48,45,0,0,0,0,0,32.17,-97.15,32.17,-97.15,0.1,10
2000,3,28,3/28/2000,19:05:00,3,TX,48,47,3,0,0,0,0,32.73,-97.12,32.75,-96.98,8,300
2000,3,28,3/28/2000,19:11:00,3,TX,48,48,0,0,0,0,0,29.48,-98.65,29.48,-98.65,0.1,20
2000,3,28,3/28/2000,19:55:00,3,TX,48,50,0,0,0,0,0,32.55,-96.77,32.55,-96.77,0.1,10
2000,3,28,3/28/2000,19:55:00,3,TX,48,49,0,0,0,0.01,0,32.18,-96.38,32.18,-96.38,0.1,10
2000,3,28,3/28/2000,20:15:00,3,TX,48,51,1,0,0,0.2,0,32.18,-96.27,32.18,-96.27,3,250
2000,3,28,3/28/2000,20:30:00,3,TX,48,52,0,0,0,0,0,32.15,-96.1,32.15,-96.1,0.5,20
2000,3,29,3/29/2000,16:30:00,3,FL,12,9,0,0,0,0,0,26.7,-80.65,26.7,-80.65,0.1,10
2000,3,30,3/30/2000,6:37:00,3,GA,13,8,0,0,0,0.03,0,31.6,-82.28,31.6,-82.28,0.1,10
2000,3,30,3/30/2000,7:45:00,3,GA,13,9,0,0,0,0.06,0,31.53,-81.8,31.53,-81.8,0.1,10
2000,3,30,3/30/2000,13:20:00,3,FL,12,10,0,0,0,0,0,30.58,-81.47,30.58,-81.47,0.1,10
2000,3,30,3/30/2000,13:45:00,3,GA,13,10,0,0,0,0,0,30.52,-82.03,30.52,-82.03,0.1,10
2000,3,30,3/30/2000,13:50:00,3,FL,12,11,0,0,0,0,0,30.27,-83,30.25,-82.98,0.2,10
2000,3,30,3/30/2000,14:50:00,3,FL,12,12,0,0,0,0.03,0,29.9,-82.1,29.97,-82.1,5,10
2000,3,31,3/31/2000,19:05:00,3,TX,48,53,0,0,0,0,0,31.73,-101.65,31.73,-101.65,1,100
2000,4,2,4/2/2000,17:25:00,3,LA,22,4,1,0,0,0.05,0,30.62,-92.43,30.62,-92.43,1,10
2000,4,2,4/2/2000,17:30:00,3,MS,28,11,0,0,0,0.01,0,32.83,-89.12,32.83,-89.12,1,50
2000,4,2,4/2/2000,17:30:00,3,LA,22,5,0,0,0,0,0,30,-93.48,30,-93.4,5,10
2000,4,2,4/2/2000,17:40:00,3,LA,22,6,1,2,0,0.3,0,29.93,-93.37,30.07,-93.12,15,20
2000,4,2,4/2/2000,20:51:00,3,AL,1,14,1,0,0,0.15,0,33.58,-86.85,33.58,-86.85,4.5,400
2000,4,2,4/2/2000,23:34:00,3,AL,1,15,2,6,1,0.3,0,33.9,-85.55,33.9,-85.52,1.9,100
2000,4,3,4/3/2000,0:00:00,3,GA,13,11,2,6,0,1,0,33.97,-85.38,34,-85.27,6,70
2000,4,3,4/3/2000,1:00:00,3,GA,13,12,1,0,0,1.1,0,34.2,-84.43,34.18,-84.47,7,100
2000,4,3,4/3/2000,1:15:00,3,GA,13,13,1,0,0,1.5,0,33.95,-84.05,33.98,-83.98,4,150
2000,4,3,4/3/2000,2:55:00,3,SC,45,6,1,0,0,0,0,34.68,-82.83,34.68,-82.83,3,50
2000,4,3,4/3/2000,3:04:00,3,TX,48,54,1,0,0,0.1,0,29.65,-94.55,29.63,-94.53,2,100
2000,4,3,4/3/2000,3:08:00,3,TX,48,55,1,1,0,0.1,0,29.78,-94.23,29.78,-94.22,2,20
2000,4,3,4/3/2000,3:20:00,3,TX,48,56,1,0,0,3,0,29.95,-93.92,29.95,-93.92,1.5,20
2000,4,3,4/3/2000,4:10:00,3,LA,22,7,1,5,0,0.1,0,30.08,-93.2,30.07,-93.2,5,20
2000,4,3,4/3/2000,4:45:00,3,LA,22,8,1,0,0,0.25,0,30.3,-92.73,30.33,-92.68,3,20
2000,4,3,4/3/2000,4:50:00,3,LA,22,9,0,0,0,0.04,0,30.37,-92.65,30.37,-92.65,2,10
2000,4,3,4/3/2000,5:00:00,3,LA,22,10,0,0,0,0.1,0,30.37,-92.48,30.4,-92.4,7,20
2000,4,3,4/3/2000,5:28:00,3,LA,22,11,1,1,0,0.05,0,30.45,-92.17,30.45,-92.17,1,20
2000,4,3,4/3/2000,6:40:00,3,LA,22,12,1,0,0,0,0,30.77,-91.38,30.77,-91.38,0.7,50
2000,4,3,4/3/2000,6:45:00,3,LA,22,13,1,0,0,0.2,0,30.78,-91.32,30.8,-91.27,3,50
2000,4,3,4/3/2000,7:30:00,3,LA,22,14,1,0,0,0.05,0,30.48,-90.95,30.48,-90.95,0.5,30
2000,4,3,4/3/2000,7:40:00,3,LA,22,15,1,0,0,0.05,0,30.68,-91.12,30.68,-91.12,0.3,20
2000,4,3,4/3/2000,7:45:00,3,LA,22,16,1,0,0,0.05,0,30.95,-90.72,30.98,-90.6,6,70
2000,4,3,4/3/2000,8:00:00,3,MS,28,12,0,0,0,0.02,0,31.13,-90.45,31.13,-90.45,0.2,20
2000,4,3,4/3/2000,8:40:00,3,LA,22,17,0,0,0,0,0,29.85,-90.95,29.85,-90.95,0.1,20
2000,4,3,4/3/2000,10:22:00,3,LA,22,18,0,0,0,0,0,30.38,-89.75,30.38,-89.75,0.1,30
2000,4,3,4/3/2000,10:39:00,3,AL,1,16,1,1,0,0.09,0,33.77,-87.63,33.8,-87.62,3,50
2000,4,3,4/3/2000,11:20:00,3,AL,1,17,2,0,0,0.09,0,33.32,-87.33,33.42,-87.17,11.1,300
2000,4,3,4/3/2000,11:25:00,3,AL,1,18,1,0,0,0.05,0,31.98,-88.35,32.1,-88.17,11,200
2000,4,3,4/3/2000,11:44:00,3,AL,1,19,0,0,0,0.02,0,33.48,-87.12,33.52,-87.07,3,40
2000,4,3,4/3/2000,12:09:00,3,AL,1,20,1,0,0,4,0,33.4,-86.78,33.48,-86.7,5.7,350
2000,4,3,4/3/2000,12:53:00,3,AL,1,21,0,0,0,0.05,0,32.93,-86.75,32.93,-86.73,1,40
2000,4,3,4/3/2000,13:23:00,3,AL,1,22,0,0,0,0.01,0,33.02,-86.42,33,-86.43,1,30
2000,4,3,4/3/2000,18:35:00,3,GA,13,14,1,0,0,1.02,0,33.13,-84.3,33.18,-84.18,7.5,50
2000,4,3,4/3/2000,19:30:00,3,AL,1,23,0,0,0,0,0,31.32,-85.87,31.32,-85.87,0,0
2000,4,11,4/11/2000,17:12:00,3,CO,8,1,0,0,0,0,0,39.1,-108.45,39.1,-108.45,0.1,50
2000,4,11,4/11/2000,17:35:00,3,TX,48,57,0,0,0,0,0,31.2,-101.12,31.2,-101.12,0.1,10
2000,4,13,4/13/2000,11:40:00,3,FL,12,13,0,0,0,0,0,26.88,-80.6,26.88,-80.6,0.1,10
2000,4,14,4/14/2000,10:00:00,3,FL,12,14,0,0,0,0,0,26.1,-80.2,26.1,-80.2,0.1,0
2000,4,14,4/14/2000,13:35:00,3,WY,56,1,1,0,0,0.03,0,41.52,-109.57,41.52,-109.57,0.5,50
2000,4,15,4/15/2000,10:45:00,3,NC,37,6,0,0,0,0.02,0,34.68,-77.05,34.68,-77.05,0.2,50
2000,4,15,4/15/2000,11:17:00,3,NC,37,7,1,1,0,0.7,0,35.13,-77.02,35.13,-77.02,0.8,100
2000,4,15,4/15/2000,11:45:00,3,NC,37,8,0,0,0,0,0,34.72,-76.7,34.72,-76.7,0.2,50
2000,4,15,4/15/2000,16:00:00,3,FL,12,15,0,0,0,0,0,26.52,-80.03,26.52,-80.03,0.1,10
2000,4,15,4/15/2000,16:20:00,3,FL,12,16,0,0,0,0.01,0,26.52,-80.03,26.52,-80.03,0.2,10
2000,4,15,4/15/2000,17:05:00,3,CO,8,2,0,0,0,0,0,39.27,-108.93,39.27,-108.93,0.2,50
